"grain","abu","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100","sp101","sp102","sp103","sp104","sp105","sp106","sp107","sp108","sp109","sp110","sp111","sp112","sp113","sp114","sp115","sp116","sp117","sp118","sp119","sp120","sp121","sp122","sp123","sp124","sp125","sp126","sp127","sp128","sp129","sp130","sp131","sp132","sp133","sp134","sp135","sp136","sp137","sp138","sp139","sp140","sp141","sp142","sp143","sp144","sp145","sp146","sp147","sp148","sp149","sp150","sp151","sp152","sp153","sp154","sp155","sp156","sp157","sp158","sp159","sp160","sp161","sp162","sp163","sp164","sp165","sp166","sp167","sp168","sp169","sp170","sp171","sp172","sp173","sp174","sp175","sp176","sp177","sp178","sp179","sp180","sp181","sp182","sp183","sp184","sp185","sp186","sp187","sp188","sp189","sp190","sp191","sp192","sp193","sp194","sp195","sp196","sp197","sp198","sp199","sp200","sp201","sp202","sp203","sp204","sp205","sp206","sp207","sp208","sp209","sp210","sp211","sp212","sp213","sp214","sp215","sp216","sp217","sp218","sp219","sp220","sp221","sp222","sp223","sp224","sp225","sp226","sp227","sp228","sp229","sp230","sp231","sp232","sp233","sp234","sp235","sp236","sp237","sp238","sp239","sp240","sp241","sp242","sp243","sp244","sp245","sp246","sp247","sp248","sp249","sp250","sp251","sp252","sp253","sp254","sp255","sp256","sp257","sp258","sp259","sp260","sp261","sp262","sp263","sp264","sp265","sp266","sp267","sp268","sp269","sp270","sp271","sp272","sp273","sp274","sp275","sp276","sp277","sp278","sp279","sp280","sp281","sp282","sp283","sp284","sp285","sp286","sp287","sp288","sp289","sp290","sp291","sp292","sp293","sp294","sp295","sp296","sp297","sp298","sp299","sp300","sp301"
3906.25,0,118,119,13,111,81,98,31,127,12,67,0,121,110,124,27,23,61,22,95,122,127,126,121,80,30,47,90,103,126,120,112,12,127,2,125,13,127,0,12,61,114,118,55,0,108,12,118,50,118,81,55,127,93,124,80,126,40,3,52,81,106,119,57,27,126,125,127,78,65,8,2,2,125,44,120,91,85,4,85,0,71,90,19,122,117,84,16,62,6,0,9,0,0,123,126,122,117,122,121,126,126,108,122,0,29,78,44,3,79,0,8,78,30,25,73,66,12,75,4,5,68,113,127,0,73,0,13,85,24,85,7,4,125,92,98,122,38,109,69,0,28,1,59,109,40,125,127,78,62,94,7,127,33,127,94,104,1,126,125,78,45,14,126,119,96,122,59,124,16,0,96,121,80,127,55,86,86,123,27,48,46,70,0,127,127,78,64,2,127,124,18,30,88,1,116,111,121,96,121,59,126,53,73,82,18,94,125,0,84,36,122,16,0,0,100,96,116,126,115,125,106,117,108,127,1,108,19,121,127,1,0,82,0,127,54,127,127,95,113,60,0,116,27,19,52,121,123,87,125,0,127,77,49,89,1,0,73,94,33,0,3,6,36,104,105,0,123,114,109,120,82,109,113,127,127,18,0,126,54,91,36,84,25,119,127,127,127,104,3,45,105,123,126,120,19,102,77,52,45,127,105
3906.25,1,7,8,17,11,21,23,21,1,27,31,0,5,12,0,32,24,30,28,24,4,0,0,4,18,24,42,15,20,1,6,5,12,1,4,3,13,1,1,16,29,8,7,42,5,15,9,8,28,8,36,46,0,28,4,12,1,24,7,30,34,15,8,37,25,2,2,0,28,21,14,8,6,3,17,8,22,23,7,23,0,30,26,13,2,9,29,35,34,23,1,14,3,0,5,2,5,8,4,7,2,2,17,6,0,23,36,42,7,38,2,13,34,33,21,29,26,35,31,10,11,31,11,1,0,28,0,15,35,27,32,17,18,2,11,21,4,34,18,14,5,28,0,46,13,23,1,1,20,22,24,18,1,44,1,16,16,4,2,0,34,17,18,2,8,16,4,11,4,24,0,18,5,17,1,36,29,27,4,31,26,37,18,4,1,1,24,38,5,1,1,11,26,14,3,7,15,5,19,5,38,1,36,28,29,12,16,2,1,32,10,5,15,2,1,22,20,10,1,11,2,12,3,12,1,1,11,21,7,1,0,3,28,3,1,5,1,0,28,11,30,1,7,24,25,23,6,5,31,3,0,0,28,23,27,10,0,24,19,41,2,5,16,22,13,5,0,4,13,9,8,30,11,9,0,1,25,0,2,23,14,32,27,18,5,0,1,1,13,6,34,15,5,2,3,19,15,31,25,33,1,19
3906.25,2,2,0,11,1,8,6,30,0,27,19,0,0,4,0,27,27,19,21,6,2,1,0,2,16,19,17,6,4,1,2,4,6,0,8,0,11,0,0,21,23,3,3,17,10,1,10,1,17,2,6,20,1,7,0,10,0,13,17,20,10,4,1,18,26,0,1,0,10,17,19,10,7,0,17,0,10,8,10,13,0,16,7,10,1,2,11,28,24,12,2,25,1,0,0,0,1,1,2,0,0,0,3,0,0,24,11,22,6,6,3,6,11,28,23,18,14,16,14,14,20,16,2,0,0,15,0,17,6,22,8,13,21,1,10,5,2,28,1,14,12,17,10,16,4,20,2,0,13,10,6,10,0,24,0,9,4,3,0,1,9,19,19,0,0,8,0,13,0,14,0,8,0,10,0,10,6,11,0,29,16,26,6,4,0,0,13,18,10,0,0,12,22,4,14,2,1,2,10,1,12,1,16,15,10,12,2,1,3,9,11,0,15,2,0,3,5,2,1,1,1,6,2,3,0,3,5,15,0,0,3,2,6,6,0,6,0,1,4,1,19,2,4,27,22,9,1,0,4,0,1,0,11,18,10,13,0,12,7,20,1,6,14,8,5,7,0,1,0,2,0,11,0,5,1,0,19,0,0,22,8,25,5,13,2,1,0,0,6,5,19,4,0,0,2,13,7,11,16,25,0,2
3906.25,3,0,0,8,1,5,1,15,0,16,8,0,0,1,0,20,8,9,23,2,0,0,1,0,6,12,18,5,0,0,0,0,4,0,14,0,12,0,2,29,9,3,0,9,12,2,12,1,10,0,2,6,0,0,0,3,1,8,14,12,2,2,0,12,13,0,0,0,4,7,20,4,7,0,6,0,4,3,10,3,0,7,3,11,1,0,3,29,7,15,4,22,3,0,0,0,0,2,0,0,0,0,0,0,0,15,3,10,18,4,2,19,4,19,19,3,12,22,2,9,20,5,2,0,1,8,0,16,2,28,2,16,21,0,1,1,0,19,0,10,12,14,8,4,2,7,0,0,7,9,3,25,0,12,0,5,3,4,0,0,5,13,16,0,1,4,2,9,0,13,0,5,0,4,0,7,5,3,0,17,12,12,4,5,0,0,3,4,10,0,1,7,22,4,11,1,1,0,2,0,11,0,10,6,6,13,3,0,6,1,10,0,15,6,3,1,4,0,0,1,0,2,1,1,0,3,1,15,0,0,6,4,2,7,0,5,0,0,0,3,10,2,0,16,17,4,0,0,4,0,0,0,5,11,1,17,0,5,6,16,1,3,20,6,3,1,0,0,1,0,0,2,3,0,0,0,19,0,0,11,5,19,6,10,2,0,0,0,1,5,15,0,0,0,0,8,3,5,8,4,0,2
3906.25,4,0,0,9,0,2,0,9,0,18,2,0,0,0,0,13,16,3,16,0,0,0,1,0,6,9,1,3,1,0,0,1,4,0,12,0,4,0,2,17,2,0,0,4,12,0,11,0,10,0,3,0,0,0,0,3,0,8,19,8,0,1,0,2,20,0,0,0,2,2,8,11,9,0,6,0,0,4,7,1,0,1,2,4,0,0,1,7,0,20,3,16,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,16,1,6,15,0,7,11,2,3,11,3,16,23,2,0,0,0,2,0,11,0,15,1,12,19,0,4,1,0,5,0,4,20,10,4,3,0,8,0,0,5,5,0,9,0,10,0,0,1,13,0,0,2,6,10,0,0,2,0,9,0,14,0,1,1,5,0,6,1,1,0,9,8,4,6,5,0,0,4,4,7,0,0,9,4,1,12,0,0,0,0,1,7,0,5,4,1,5,2,0,6,2,7,0,11,3,3,0,2,0,0,0,0,2,1,2,0,5,2,7,0,0,7,5,2,16,0,1,0,0,1,0,2,4,0,13,13,4,0,0,0,0,2,0,2,9,1,22,0,5,0,7,4,6,7,8,0,2,0,0,0,2,0,1,2,1,0,0,11,0,0,6,2,8,1,12,0,0,0,0,4,5,7,1,0,0,0,6,1,3,5,5,0,0
3906.25,5,0,0,5,2,3,0,8,0,11,0,0,1,1,0,4,12,4,10,0,0,0,0,0,0,7,2,2,0,0,0,0,1,0,14,0,12,0,3,10,3,0,0,0,11,0,10,0,1,0,0,1,0,0,0,4,0,5,18,5,0,0,0,2,6,0,0,0,5,7,10,6,8,0,5,0,0,1,10,1,0,2,0,1,1,0,0,6,0,12,2,14,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,20,0,7,14,0,5,10,1,0,10,2,10,18,4,0,0,1,1,0,12,0,5,0,11,10,0,2,1,0,3,0,5,19,10,8,0,0,8,0,0,0,2,0,13,0,3,0,0,0,12,0,0,0,1,10,0,0,0,0,7,0,11,0,0,0,5,0,7,0,0,0,7,8,1,3,4,0,0,5,0,12,0,0,5,12,0,16,0,0,0,0,0,1,0,3,1,0,8,3,0,11,0,3,0,9,8,10,1,0,0,0,0,0,0,1,0,0,6,0,8,0,0,11,3,4,22,0,1,0,0,0,0,3,6,0,8,8,5,0,0,0,0,2,0,2,5,0,12,0,0,0,7,7,2,12,8,1,1,0,0,0,2,0,0,0,0,0,0,5,0,0,4,2,2,2,10,0,0,0,0,0,9,1,0,0,0,0,6,0,0,9,4,0,0
3906.25,6,0,0,11,0,1,0,5,0,6,1,0,0,0,0,5,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,0,6,0,4,6,0,0,0,1,15,1,7,0,2,0,0,0,0,0,0,1,0,8,11,1,0,0,0,0,3,0,0,0,0,2,9,8,8,0,1,0,1,2,7,1,0,1,0,2,0,0,0,4,0,10,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,14,0,6,8,0,2,3,0,2,8,0,10,10,0,0,0,2,1,0,11,0,4,0,16,8,0,1,0,0,0,0,1,19,6,15,0,0,5,0,0,2,4,0,16,0,0,0,2,0,4,0,0,0,6,5,0,0,0,0,3,0,14,0,0,0,2,0,3,0,0,0,3,4,1,4,7,0,0,1,0,13,0,1,5,4,4,8,2,0,0,0,0,0,0,4,0,0,10,2,0,10,0,3,1,5,5,6,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,18,3,1,19,0,1,0,0,0,0,2,12,0,5,2,1,0,0,0,0,2,0,1,3,0,11,0,2,1,1,9,5,12,3,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,1,8,0,0,0,0,0,11,4,1,0,0,0,6,0,1,1,1,0,0
3906.25,7,1,0,6,0,4,0,4,0,5,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1,3,0,3,0,0,0,0,8,0,9,0,2,0,2,9,1,0,0,0,11,0,9,0,0,0,0,0,0,0,0,1,0,6,3,0,1,0,0,0,5,0,0,1,1,4,7,10,4,0,1,0,0,2,12,1,0,0,0,3,0,0,0,2,1,4,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11,0,7,4,0,1,3,0,1,6,1,6,5,0,0,0,1,0,0,9,0,3,0,3,9,0,1,0,0,1,0,6,10,4,6,0,0,5,0,0,0,2,1,7,0,1,0,0,0,8,0,0,0,2,4,0,0,0,0,3,0,7,0,0,1,2,0,0,0,0,1,1,3,1,2,5,0,0,0,0,14,0,0,6,5,2,7,0,0,0,1,0,0,0,0,0,0,6,1,0,21,0,4,0,4,2,3,1,1,0,0,0,0,0,1,0,0,11,0,7,0,0,6,4,1,12,0,1,0,0,0,0,1,13,1,2,6,4,0,0,1,0,5,0,0,4,0,15,0,2,1,1,3,4,9,4,2,2,2,0,0,1,0,1,1,0,0,0,8,0,0,0,1,0,0,2,0,0,0,0,0,4,3,0,0,0,1,3,0,0,3,3,0,0
3906.25,8,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,1,2,0,0,0,0,3,0,8,0,10,0,7,4,0,0,0,0,6,1,7,0,1,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,1,0,0,0,0,0,5,8,12,0,3,0,0,0,10,0,0,0,0,0,1,0,0,1,0,6,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,6,4,1,1,2,0,0,2,0,5,5,1,0,0,0,0,0,6,0,0,0,3,7,0,1,0,0,0,0,0,8,4,9,0,0,3,0,0,0,6,0,4,0,0,0,0,0,9,0,0,0,3,5,0,0,1,0,4,0,4,0,0,0,1,0,2,1,0,0,3,1,0,0,4,0,0,0,0,5,0,1,1,2,2,9,0,0,0,0,0,0,0,0,0,0,6,1,0,14,0,2,0,8,3,6,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,15,5,0,3,0,2,0,0,0,0,0,5,0,2,4,3,0,0,0,0,1,0,0,2,0,10,0,3,0,0,7,6,4,7,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,2,1,1,5,0,0,0,0,0,9,0,0,0,0,1,4,0,0,2,3,0,0
3906.25,9,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,5,0,2,0,0,0,1,7,0,10,0,1,0,1,0,0,0,0,0,6,0,5,0,2,0,0,0,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,1,10,3,3,0,5,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,8,8,0,1,1,0,1,0,0,10,9,0,0,0,3,0,0,3,0,0,0,7,2,0,1,0,0,0,0,1,7,2,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,9,0,0,0,2,5,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,5,1,0,13,0,0,0,5,8,5,0,0,0,0,0,0,0,0,1,0,6,0,4,0,0,7,8,0,5,0,1,0,0,0,0,0,10,0,1,3,1,0,0,0,0,3,1,0,1,0,4,0,1,0,0,15,8,7,2,0,2,1,0,0,1,0,1,0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,11,0,1,0,0,0,2,0,0,3,0,0,0
