"grain","abu","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100","sp101","sp102","sp103","sp104","sp105","sp106","sp107","sp108","sp109","sp110","sp111","sp112","sp113","sp114","sp115","sp116","sp117","sp118","sp119","sp120","sp121","sp122","sp123","sp124","sp125","sp126","sp127","sp128","sp129","sp130","sp131","sp132","sp133","sp134","sp135","sp136","sp137","sp138","sp139","sp140","sp141","sp142","sp143","sp144","sp145","sp146","sp147","sp148","sp149","sp150","sp151","sp152","sp153","sp154","sp155","sp156","sp157","sp158","sp159","sp160","sp161","sp162","sp163","sp164","sp165","sp166","sp167","sp168","sp169","sp170","sp171","sp172","sp173","sp174","sp175","sp176","sp177","sp178","sp179","sp180","sp181","sp182","sp183","sp184","sp185","sp186","sp187","sp188","sp189","sp190","sp191","sp192","sp193","sp194","sp195","sp196","sp197","sp198","sp199","sp200","sp201","sp202","sp203","sp204","sp205","sp206","sp207","sp208","sp209","sp210","sp211","sp212","sp213","sp214","sp215","sp216","sp217","sp218","sp219","sp220","sp221","sp222","sp223","sp224","sp225","sp226","sp227","sp228","sp229","sp230","sp231","sp232","sp233","sp234","sp235","sp236","sp237","sp238","sp239","sp240","sp241","sp242","sp243","sp244","sp245","sp246","sp247","sp248","sp249","sp250","sp251","sp252","sp253","sp254","sp255","sp256","sp257","sp258","sp259","sp260","sp261","sp262","sp263","sp264","sp265","sp266","sp267","sp268","sp269","sp270","sp271","sp272","sp273","sp274","sp275","sp276","sp277","sp278","sp279","sp280","sp281","sp282","sp283","sp284","sp285","sp286","sp287","sp288","sp289","sp290","sp291","sp292","sp293","sp294","sp295","sp296","sp297","sp298","sp299","sp300","sp301"
976.56,0,499,503,243,493,439,480,338,511,280,424,2,501,490,504,319,297,421,307,473,505,511,507,504,441,294,389,444,481,509,504,488,143,511,132,509,178,511,39,246,411,495,500,407,105,485,234,500,394,500,457,414,511,473,508,407,510,320,169,387,455,485,503,412,311,510,509,511,440,409,205,110,125,509,347,504,461,446,151,447,0,428,463,173,501,500,452,311,418,214,47,230,77,0,507,510,505,500,506,505,510,510,490,506,2,297,450,386,146,452,64,175,449,337,281,434,414,274,432,161,206,429,496,511,9,435,1,214,465,308,460,215,216,509,435,474,506,363,493,391,151,328,93,421,488,327,507,511,425,372,472,202,511,368,511,465,484,87,510,507,447,340,272,510,503,466,505,367,508,242,0,470,502,422,511,397,459,458,505,328,369,391,394,81,511,511,433,423,142,511,507,251,317,423,136,494,494,504,472,504,415,510,402,433,450,212,446,509,84,459,243,505,214,53,43,477,468,499,510,498,509,479,492,483,511,80,486,250,505,511,89,64,442,116,511,345,511,511,475,491,415,81,493,309,271,347,504,507,463,509,30,510,442,374,465,159,3,418,462,356,56,84,189,308,479,465,18,507,497,486,504,455,486,497,511,511,254,4,510,379,444,352,453,248,501,511,511,511,478,100,384,484,507,510,497,217,477,440,390,381,511,488
976.56,1,10,8,97,13,44,27,106,1,139,72,10,8,16,1,145,129,61,140,31,6,0,4,4,46,107,102,39,30,3,6,11,78,1,144,3,103,1,64,154,79,13,11,89,157,21,100,11,58,12,48,90,0,36,4,38,1,95,140,93,49,21,8,78,127,2,2,0,53,64,142,119,100,3,74,8,43,48,96,54,0,69,41,84,5,11,56,140,81,154,92,155,100,0,5,2,7,9,4,7,2,2,21,6,13,122,57,96,159,54,95,130,55,121,133,60,58,145,69,116,168,60,12,1,28,59,1,147,42,143,46,138,155,2,45,33,4,119,18,72,154,93,114,80,21,95,5,1,64,83,34,141,1,105,1,28,21,120,2,0,56,80,105,2,8,32,5,65,4,143,5,32,7,52,1,79,44,46,5,124,90,93,49,84,1,1,61,77,114,1,2,87,129,38,133,14,17,7,31,6,71,1,77,59,54,110,34,2,114,45,80,5,131,75,83,29,35,12,1,13,2,29,10,19,1,82,18,113,7,1,119,79,49,137,1,21,1,0,34,20,64,87,17,134,135,65,8,5,37,3,48,0,53,80,41,172,4,55,39,117,79,83,141,86,20,23,24,4,14,15,8,46,16,9,0,1,149,7,2,82,39,118,41,106,7,0,1,1,25,117,85,22,5,2,6,94,28,61,59,81,1,20
976.56,2,2,0,44,1,14,4,32,0,51,14,12,0,6,0,42,41,21,38,7,1,1,0,2,19,53,16,19,1,0,2,3,53,0,108,0,73,0,73,71,17,2,1,13,90,5,56,1,31,0,4,5,1,3,0,22,0,43,115,25,7,6,1,17,54,0,1,0,15,17,84,113,71,0,25,0,7,11,94,8,0,11,8,35,4,1,4,44,12,67,87,83,91,0,0,0,0,2,2,0,0,0,1,0,19,50,5,21,119,6,81,89,5,42,53,13,22,54,8,96,79,16,3,0,42,14,0,73,4,46,6,61,79,1,16,2,2,24,1,28,106,46,102,11,3,47,0,0,12,26,4,94,0,23,0,12,5,102,0,2,8,42,41,0,0,8,1,26,0,67,15,9,1,21,0,17,6,8,1,40,27,20,24,90,0,0,11,11,87,0,0,43,43,21,89,2,0,1,7,1,21,1,18,14,7,53,16,1,133,8,40,1,67,58,74,5,5,1,1,0,1,3,4,5,0,77,5,54,0,0,103,67,10,116,0,12,0,1,3,1,16,99,1,38,58,31,0,0,8,0,71,0,6,28,5,103,8,27,8,23,102,69,82,38,9,11,40,1,1,3,0,9,3,5,1,0,56,9,0,32,15,31,9,66,4,1,0,0,8,84,27,1,0,0,6,47,7,9,31,22,0,3
976.56,3,0,0,26,2,7,1,15,0,27,1,17,1,0,0,5,18,3,18,0,0,0,1,1,4,29,2,4,0,0,0,1,45,0,69,0,37,0,65,29,2,2,0,2,71,0,32,0,12,0,2,3,0,0,0,11,1,27,49,4,0,0,0,5,12,0,0,0,1,11,30,59,55,0,10,0,1,4,55,2,1,4,0,32,1,0,0,14,0,41,83,26,61,0,0,0,0,1,0,0,0,0,0,0,29,20,0,8,53,0,71,49,2,9,16,1,6,17,3,63,38,4,1,0,48,2,0,42,1,10,0,41,40,0,9,2,0,2,0,10,55,21,73,0,0,15,0,0,6,16,1,33,0,10,0,4,2,65,0,0,1,15,35,0,1,4,1,23,0,36,22,1,1,12,0,8,1,0,0,12,12,6,16,55,0,0,5,1,55,0,1,26,14,8,65,1,1,0,1,1,5,0,12,4,1,37,10,0,88,0,31,0,47,42,63,0,4,0,0,1,0,1,2,2,0,61,0,27,0,0,80,55,5,66,0,12,0,0,0,0,13,79,1,21,22,16,0,0,2,0,89,1,7,11,1,44,10,6,3,8,73,58,47,20,3,5,35,0,0,1,0,0,4,0,0,0,28,15,0,9,6,5,6,42,0,0,0,0,1,75,11,1,0,0,0,34,0,1,18,16,0,1
976.56,4,1,0,29,0,3,0,11,0,5,1,19,2,0,0,1,10,3,3,0,0,0,0,1,1,16,3,3,0,0,0,1,32,0,19,0,14,0,49,9,2,0,0,1,34,0,30,0,6,0,1,0,0,0,0,7,0,14,20,1,1,0,0,0,5,0,0,0,1,5,19,60,36,0,14,0,0,2,42,1,0,0,0,27,1,0,0,3,0,14,55,7,49,0,0,0,0,0,0,0,0,0,0,0,44,11,0,1,21,0,57,22,0,2,7,2,3,15,0,34,16,1,0,0,36,2,2,18,0,5,0,19,13,0,4,0,0,4,0,2,26,17,48,0,0,12,0,0,1,11,0,21,0,3,0,0,0,46,0,1,0,13,20,0,0,1,0,11,0,14,20,0,1,2,0,7,1,0,1,5,9,2,4,48,0,0,2,0,33,0,0,15,6,13,24,0,0,0,1,0,0,0,1,2,0,27,0,0,50,0,25,1,24,52,51,1,0,0,0,0,0,0,0,1,0,41,1,21,0,0,55,49,5,44,0,11,0,0,0,0,2,39,0,4,13,9,0,0,1,0,64,0,1,10,0,19,14,4,0,3,62,48,31,12,1,3,35,0,0,1,0,0,1,1,0,0,15,14,0,7,5,4,1,21,0,0,0,0,0,49,3,1,0,0,1,20,0,1,5,6,0,0
976.56,5,0,0,17,1,1,0,5,0,3,0,24,0,0,0,0,3,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0,22,0,20,0,14,0,57,3,1,0,0,0,24,0,11,0,0,0,0,0,0,0,0,8,0,8,12,2,0,0,0,0,1,0,0,0,2,3,12,14,24,0,11,0,0,1,24,0,5,0,0,18,0,0,0,0,1,10,38,2,33,1,0,0,0,0,0,0,0,0,0,0,40,6,0,0,12,0,35,17,1,1,5,0,3,5,0,22,4,0,0,0,44,0,1,8,0,0,0,12,5,0,2,0,0,0,0,4,14,3,42,0,0,4,0,0,1,1,0,8,0,2,0,1,0,33,0,1,0,7,12,0,0,0,0,3,0,8,25,0,0,2,0,1,1,0,0,3,4,0,5,31,0,0,0,0,24,0,0,21,1,2,23,1,0,0,0,0,0,0,1,0,0,14,2,0,25,0,19,0,16,34,37,0,0,0,0,0,0,0,0,0,0,39,0,16,0,0,27,41,1,20,0,6,0,0,0,0,0,53,0,4,7,6,0,0,1,0,55,0,1,4,0,4,36,0,0,2,47,39,11,9,0,3,33,0,0,2,0,0,0,0,0,0,5,20,0,3,1,1,1,13,0,0,0,0,0,38,1,1,0,0,0,15,0,0,1,2,0,0
976.56,6,0,0,8,0,1,0,2,0,5,0,12,0,0,0,0,4,1,2,0,0,0,0,0,0,3,0,1,0,0,0,1,31,0,13,0,13,0,47,0,0,0,0,0,9,1,15,0,3,0,0,0,0,0,0,7,0,2,3,0,0,0,0,0,1,0,0,0,0,0,10,18,17,0,11,0,0,0,13,0,4,0,0,30,0,0,0,0,0,4,28,3,26,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,2,0,29,13,0,0,2,0,3,1,0,8,1,0,0,0,43,0,2,6,0,0,0,10,2,0,0,0,0,0,0,2,4,1,11,0,0,3,0,0,0,3,0,4,0,0,0,0,0,29,0,0,0,5,8,0,0,1,0,7,0,1,29,0,0,0,0,1,0,0,0,0,0,0,3,31,0,0,0,0,11,0,1,12,2,2,12,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,17,0,7,24,22,0,0,0,0,0,0,0,0,1,0,21,0,7,0,0,16,33,0,8,0,8,0,0,0,0,0,19,0,2,4,10,0,0,0,0,49,1,0,1,0,5,34,1,0,1,32,24,3,9,0,2,42,0,0,1,0,1,1,0,0,0,4,12,0,0,0,1,1,7,0,0,0,0,0,20,1,1,0,0,1,8,0,0,1,0,0,0
976.56,7,0,0,14,0,2,0,2,0,1,0,23,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,22,0,4,0,14,0,28,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,1,0,2,4,7,11,0,2,0,0,0,12,0,5,0,0,16,0,0,0,0,0,5,27,4,17,1,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,21,7,0,0,0,1,1,1,0,5,0,1,0,0,35,0,2,2,0,0,0,4,1,0,0,0,0,0,0,0,1,2,9,0,0,3,0,0,1,0,1,4,0,0,0,1,0,15,0,0,0,5,3,0,0,0,0,3,0,0,14,0,0,1,0,0,0,0,0,0,0,0,5,33,0,0,0,0,17,0,1,15,0,1,17,0,0,0,0,0,0,0,0,0,0,11,1,0,3,0,7,0,2,22,32,0,0,0,0,0,0,0,1,0,0,18,0,7,0,0,15,28,0,3,0,4,0,0,0,0,0,18,0,0,2,7,0,0,0,0,29,0,0,2,0,3,39,1,0,1,19,25,5,6,0,0,33,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,1,9,0,0,1,1,0,0
976.56,8,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,17,0,3,0,7,0,27,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,15,0,1,0,0,0,8,0,9,0,0,15,0,0,0,0,0,1,5,1,11,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,12,2,0,0,3,0,0,0,0,3,0,0,0,0,31,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,1,7,0,0,0,0,1,0,1,32,0,0,0,0,1,0,0,0,0,0,0,5,13,0,0,0,0,13,0,0,11,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,9,0,0,30,17,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,3,31,0,0,0,5,0,0,0,0,1,11,0,0,0,2,0,0,0,0,27,0,0,1,0,2,31,0,0,0,9,17,2,9,0,0,31,0,0,1,0,1,0,0,0,0,0,21,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,8,0,0,3,0,0,0
976.56,9,0,0,7,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,0,16,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,4,0,0,0,3,0,8,0,0,10,0,0,0,0,0,2,16,1,10,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,14,0,0,0,1,0,1,0,0,2,0,1,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,5,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,6,0,1,14,4,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,4,18,0,0,0,8,0,0,0,0,1,8,0,0,0,5,0,0,0,0,17,0,0,0,0,1,40,0,0,1,11,10,1,4,0,0,27,0,0,1,0,0,1,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,2,1,0,0
