"grain","abu","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100","sp101","sp102","sp103","sp104","sp105","sp106","sp107","sp108","sp109","sp110","sp111","sp112","sp113","sp114","sp115","sp116","sp117","sp118","sp119","sp120","sp121","sp122","sp123","sp124","sp125","sp126","sp127","sp128","sp129","sp130","sp131","sp132","sp133","sp134","sp135","sp136","sp137","sp138","sp139","sp140","sp141","sp142","sp143","sp144","sp145","sp146","sp147","sp148","sp149","sp150","sp151","sp152","sp153","sp154","sp155","sp156","sp157","sp158","sp159","sp160","sp161","sp162","sp163","sp164","sp165","sp166","sp167","sp168","sp169","sp170","sp171","sp172","sp173","sp174","sp175","sp176","sp177","sp178","sp179","sp180","sp181","sp182","sp183","sp184","sp185","sp186","sp187","sp188","sp189","sp190","sp191","sp192","sp193","sp194","sp195","sp196","sp197","sp198","sp199","sp200","sp201","sp202","sp203","sp204","sp205","sp206","sp207","sp208","sp209","sp210","sp211","sp212","sp213","sp214","sp215","sp216","sp217","sp218","sp219","sp220","sp221","sp222","sp223","sp224","sp225","sp226","sp227","sp228","sp229","sp230","sp231","sp232","sp233","sp234","sp235","sp236","sp237","sp238","sp239","sp240","sp241","sp242","sp243","sp244","sp245","sp246","sp247","sp248","sp249","sp250","sp251","sp252","sp253","sp254","sp255","sp256","sp257","sp258","sp259","sp260","sp261","sp262","sp263","sp264","sp265","sp266","sp267","sp268","sp269","sp270","sp271","sp272","sp273","sp274","sp275","sp276","sp277","sp278","sp279","sp280","sp281","sp282","sp283","sp284","sp285","sp286","sp287","sp288","sp289","sp290","sp291","sp292","sp293","sp294","sp295","sp296","sp297","sp298","sp299","sp300","sp301"
15625,0,26,23,0,19,7,15,0,31,0,3,0,28,18,31,1,0,3,0,9,27,31,31,28,9,1,0,12,14,30,24,21,0,31,0,30,0,31,0,0,2,24,23,2,0,21,0,24,5,23,8,2,31,10,28,14,30,2,0,1,7,14,26,2,0,30,29,31,6,6,0,0,0,29,0,26,9,12,0,9,0,5,7,2,28,23,8,0,1,0,0,0,0,0,27,30,27,21,26,25,30,30,16,26,0,0,5,1,0,7,0,0,5,0,0,4,5,0,3,0,0,5,23,31,0,11,0,1,8,0,10,0,0,29,17,10,28,1,15,12,0,1,0,3,20,4,30,31,7,8,13,0,31,0,31,13,15,0,30,29,4,4,0,30,25,17,27,8,28,0,0,12,28,14,31,2,8,11,27,0,0,0,10,0,31,31,10,1,0,31,31,0,0,15,0,24,19,29,12,26,2,31,2,4,7,0,16,29,0,6,1,27,1,0,0,14,14,22,30,23,29,16,25,17,31,0,23,0,26,31,0,0,9,0,31,3,31,31,14,21,2,0,25,0,0,6,26,27,5,29,0,31,7,2,8,0,0,7,12,0,0,0,0,1,16,19,0,27,20,18,24,9,21,22,31,31,0,0,30,4,15,0,7,0,26,31,31,31,18,0,0,17,28,30,27,1,17,5,2,1,31,13
15625,1,4,8,0,6,6,8,0,1,0,4,0,2,6,0,1,0,3,1,12,3,0,0,2,3,2,3,5,8,1,6,4,0,1,0,1,0,1,0,0,5,4,6,2,0,5,0,4,1,8,5,6,0,9,4,3,1,3,0,7,7,10,3,3,2,2,2,0,9,3,0,0,0,3,2,5,11,5,0,5,0,3,11,0,2,6,6,0,4,0,0,0,0,0,5,2,4,8,4,7,2,2,10,6,0,3,9,1,0,8,0,1,10,1,0,7,5,1,10,0,0,4,5,1,0,1,0,0,10,1,4,0,0,2,5,11,1,0,15,4,0,0,0,4,7,2,1,1,7,6,7,0,1,2,1,5,8,0,2,0,9,3,0,2,4,3,3,3,4,0,0,11,2,4,1,5,10,4,4,1,1,0,3,0,1,1,8,4,0,1,0,1,1,5,0,4,8,1,6,4,4,0,5,9,7,0,5,2,0,10,3,4,1,0,0,11,7,7,1,5,2,9,2,7,1,0,3,0,5,1,0,0,7,0,1,1,1,0,8,6,5,0,4,2,0,5,4,5,11,3,0,0,10,0,11,0,0,5,7,2,0,0,0,3,6,2,0,4,11,5,8,6,3,3,0,1,1,0,2,4,5,3,11,2,2,0,1,1,6,0,4,7,3,2,2,2,5,6,2,3,1,12
15625,2,1,0,0,2,5,3,3,0,0,4,0,1,5,0,1,0,6,0,4,1,1,0,0,4,2,4,1,9,1,2,1,0,0,0,1,1,0,0,1,4,0,2,3,0,1,0,3,3,0,9,5,1,7,0,3,0,0,0,1,7,4,2,6,0,0,1,0,3,2,1,0,0,0,3,0,3,5,0,7,0,8,5,2,0,2,8,1,5,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,7,7,0,9,0,0,8,1,1,6,2,1,4,0,0,7,2,0,0,6,0,0,6,1,11,0,0,1,0,6,2,2,1,1,0,1,0,4,2,0,0,0,4,1,6,0,0,4,0,3,3,0,0,1,9,1,0,0,2,5,0,0,0,1,0,2,0,1,0,5,5,4,0,1,6,7,0,0,0,0,1,12,0,0,0,1,2,4,0,0,4,0,8,0,6,0,2,5,5,3,4,1,0,7,3,0,0,0,0,3,2,2,1,1,1,2,0,5,0,0,2,2,1,0,0,0,6,0,0,1,0,1,5,1,6,0,0,0,1,1,2,0,10,0,0,0,1,5,5,0,0,5,2,3,0,0,0,1,4,4,0,1,0,1,0,5,1,3,1,0,0,0,0,4,0,1,3,2,0,1,0,0,2,0,3,1,1,0,1,0,4,7,4,3,0,5
15625,3,0,0,0,1,2,4,1,0,2,8,0,0,2,0,3,0,4,1,4,1,0,0,0,5,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,9,0,1,0,1,4,0,2,5,0,5,0,2,1,2,0,4,6,2,1,6,1,0,0,0,1,3,0,0,0,0,2,1,2,2,0,5,0,6,3,1,0,1,5,3,10,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,6,2,0,3,0,1,1,1,0,6,6,0,3,0,0,6,0,0,0,3,0,1,4,1,3,0,0,0,1,1,1,5,1,1,0,2,0,8,1,3,0,0,3,2,2,0,0,1,0,5,2,0,0,0,5,4,0,0,1,1,1,4,0,2,0,2,0,2,0,5,5,8,0,4,2,5,2,0,0,0,1,7,0,0,0,0,1,0,0,1,0,0,2,1,4,1,4,3,6,0,1,0,0,3,0,0,0,0,0,2,4,1,0,3,0,1,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,3,2,0,1,2,1,1,0,0,3,0,0,0,2,4,4,0,0,2,5,1,0,0,0,1,1,0,0,0,0,0,0,2,3,2,0,0,2,0,0,0,3,2,2,3,3,0,0,0,1,0,4,1,0,0,0,0,3,6,4,3,0,1
15625,4,0,0,0,0,1,0,0,0,0,7,0,0,0,0,2,3,2,1,2,0,0,0,0,3,0,5,1,0,0,0,2,2,0,0,0,1,0,0,1,6,1,0,4,0,0,1,0,4,1,3,7,0,1,0,1,0,2,0,4,2,1,0,5,0,0,0,0,4,2,0,1,0,0,1,0,4,3,0,0,0,3,4,0,0,0,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,3,3,2,3,4,2,4,0,1,2,1,0,0,0,0,0,2,2,2,0,0,0,2,1,0,5,0,0,0,2,0,6,1,1,1,0,2,0,0,1,0,3,0,1,3,0,0,0,1,1,2,0,0,0,1,1,0,2,0,1,0,2,0,1,1,3,0,2,4,4,5,0,0,0,4,0,0,0,0,0,2,0,0,1,1,2,2,1,4,0,3,3,2,0,0,0,0,4,1,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,2,4,2,0,0,4,2,4,0,0,2,1,2,1,0,0,0,2,0,6,0,2,0,0,3,0,0,2,1,7,2,1,1,0,0,0,1,0,5,1,0,0,0,1,0,3,1,3,0,1
15625,5,0,0,1,1,1,0,2,0,3,2,0,0,0,0,2,1,5,2,0,0,0,0,1,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,6,0,2,0,0,1,0,5,1,0,0,0,0,0,1,0,1,2,1,0,3,5,0,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,2,0,0,2,6,4,2,2,2,5,0,0,1,0,0,0,2,0,1,1,2,0,1,0,0,1,0,0,3,0,1,0,1,0,3,0,3,0,0,1,0,2,0,0,3,0,1,1,0,0,0,1,2,0,0,0,2,0,1,0,3,0,0,0,1,0,1,1,1,0,3,0,3,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,2,3,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,6,0,0,3,2,0,0,0,0,0,0,0,2,3,1,0,0,1,0,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,3,2,2,0,1,0,0,0,0,0,0,1,2,0,0,0,3,1,0,3,3,0,0
15625,6,0,0,2,0,1,2,3,0,4,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,1,4,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,3,1,2,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,5,2,0,1,2,1,1,0,1,0,0,0,3,0,4,1,2,0,0,0,0,0,2,0,3,0,2,0,2,0,2,0,1,0,0,1,2,1,1,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,4,2,3,1,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,3,2,1,0,0,0,0,3,0,2,1,0,0,0,2,0,2,2,3,0,0
15625,7,0,0,1,0,0,0,5,0,2,1,0,0,0,0,3,0,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,3,0,0,0,1,4,0,0,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,3,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,4,1,1,3,0,0,0,0,6,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,4,4,1,0,0,0,1,2,0,0,0,0,4,1,0,1,0,0,0,0,2,0,3,1,1,2,0,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,1,3,2,0,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,1,0,0
15625,8,0,0,1,1,1,0,1,0,0,1,0,0,0,0,5,5,2,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,1,0,1,4,0,0,0,1,1,0,0,2,0,1,0,2,1,1,0,0,0,0,0,2,0,0,0,2,1,1,0,1,0,0,1,1,0,2,0,3,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,2,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0,0
15625,9,0,0,0,0,2,0,2,0,3,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,3,3,0,0,0,0,3,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,1,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,2,1,3,0,0,1,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,4,1,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,2,0,0,0,0,0,1,1,1,0,1,0,2,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0
